10.622260497	10.000000000
10.622260497	9.990000000
10.622260497	9.980000000
10.622260497	9.970000000
10.622260497	9.960000000
10.622260497	9.950000000
10.622260497	9.940000000
10.622260497	9.930000000
10.622260497	9.920000000
10.622260497	9.910000000
10.622260497	9.900000000
10.622260497	9.890000000
10.622260497	9.880000000
10.622260497	9.870000000
10.622260497	9.860000000
10.622260497	9.850000000
10.622260497	9.840000000
10.622260497	9.830000000
10.622260497	9.820000000
10.622260497	9.810000000
10.622260497	9.800000000
10.622260497	9.790000000
10.622260497	9.780000000
10.622260497	9.770000000
10.622260497	9.760000000
10.622260497	9.750000000
10.622260497	9.740000000
10.622260497	9.730000000
10.622260497	9.720000000
10.622260497	9.710000000
10.622260497	9.700000000
10.622260497	9.690000000
10.622260497	9.680000000
10.622260497	9.670000000
10.622260497	9.660000000
10.622260497	9.650000000
10.622260497	9.640000000
10.622260497	9.630000000
10.622260497	9.620000000
10.622260497	9.610000000
10.622260497	9.600000000
10.622260497	9.590000000
10.622260497	9.580000000
10.622260497	9.570000000
10.622260497	9.560000000
10.622260497	9.550000000
10.622260497	9.540000000
10.622260497	9.530000000
10.622260497	9.520000000
10.622260497	9.510000000
10.622260497	9.500000000
10.622260497	9.490000000
10.622260497	9.480000000
10.622260497	9.470000000
10.622260497	9.460000000
10.622260497	9.450000000
10.622260497	9.440000000
10.622260497	9.430000000
10.622260497	9.420000000
10.622260497	9.410000000
10.622260497	9.400000000
10.622260497	9.390000000
10.622260497	9.380000000
10.622260497	9.370000000
10.622260497	9.360000000
10.622260497	9.350000000
10.622260497	9.340000000
10.622260497	9.330000000
10.622260497	9.320000000
10.622260497	9.310000000
10.622260497	9.300000000
10.622260497	9.290000000
10.622260497	9.280000000
10.622260497	9.270000000
10.622260497	9.260000000
10.622260497	9.250000000
10.622260497	9.240000000
10.622260497	9.230000000
10.622260497	9.220000000
10.622260497	9.210000000
10.622260497	9.200000000
10.622260497	9.190000000
10.622260497	9.180000000
10.622260497	9.170000000
10.622260497	9.160000000
10.622260497	9.150000000
10.622260497	9.140000000
10.622260497	9.130000000
10.622260497	9.120000000
10.622260497	9.110000000
10.622260497	9.100000000
10.622260497	9.090000000
10.622260497	9.080000000
10.622260497	9.070000000
10.622260497	9.060000000
10.622260497	9.050000000
10.622260497	9.040000000
10.622260497	9.030000000
10.622260497	9.020000000
10.622260497	9.010000000
10.622260497	9.000000000
10.622260497	8.990000000
